sample_id,cell_line_id,drug_id,response,cell_emb_0,cell_emb_1,cell_emb_2,cell_emb_3,cell_emb_4,cell_emb_5,cell_emb_6,cell_emb_7,cell_emb_8,cell_emb_9,cell_emb_10,cell_emb_11,cell_emb_12,cell_emb_13,cell_emb_14,cell_emb_15,cell_emb_16,cell_emb_17,cell_emb_18,cell_emb_19,cell_emb_20,cell_emb_21,cell_emb_22,cell_emb_23,cell_emb_24,cell_emb_25,cell_emb_26,cell_emb_27,cell_emb_28,cell_emb_29,cell_emb_30,cell_emb_31,drug_emb_0,drug_emb_1,drug_emb_2,drug_emb_3,drug_emb_4,drug_emb_5,drug_emb_6,drug_emb_7,drug_emb_8,drug_emb_9,drug_emb_10,drug_emb_11,drug_emb_12,drug_emb_13,drug_emb_14,drug_emb_15,drug_emb_16,drug_emb_17,drug_emb_18,drug_emb_19,drug_emb_20,drug_emb_21,drug_emb_22,drug_emb_23,drug_emb_24,drug_emb_25,drug_emb_26,drug_emb_27,drug_emb_28,drug_emb_29,drug_emb_30,drug_emb_31
TRAIN_0130,PF382,I-BET-762,1.970587,0.284868,0.31792,0.149697,1.577301,-0.515947,0.206549,1.539213,-0.289044,-0.416123,0.853615,0.337321,-0.328253,-0.241346,-0.518277,-0.30639,-0.875115,-1.129338,0.276257,-0.158128,-0.884921,1.10281,-0.47263,-1.022185,-0.953817,-0.251844,-0.080163,-1.178624,-0.712199,-0.569797,0.296943,0.31479,1.558338,-0.704534,-2.06734,1.547844,-0.922476,0.50493,-2.429602,-0.913011,0.327607,-0.079501,0.877522,-0.032266,-0.488624,-1.615853,-1.702302,-0.147874,1.151112,0.234571,-1.062192,-0.37917,-0.670013,-1.078272,0.450905,1.028708,1.113745,-0.983379,-0.737085,1.162692,2.147277,-0.390787,-0.557562,-0.329949,-1.877786
TRAIN_0131,KCL22,Luminespib,-3.701351,-0.358592,0.076466,-0.111364,1.008507,-0.129473,-0.90988,0.969158,0.07979,0.214992,0.261362,-0.024961,-0.702567,-0.178404,-1.148646,-0.400468,0.568511,-0.889249,0.689419,-1.521142,-1.275703,0.224851,-0.784739,-0.759347,-0.478089,-0.368608,0.243001,-0.207813,0.31333,0.040276,-0.174924,-0.882615,1.418922,1.578262,0.5561,0.028741,0.109116,0.373613,2.09768,0.762083,-0.622863,-0.509871,-1.215597,0.050037,0.590083,0.864015,0.287296,0.538541,-0.328529,-1.034911,1.096012,1.024686,-0.437818,0.361054,0.606027,-0.062873,-0.812179,0.603636,0.18338,-0.571625,-0.619009,0.14583,0.167114,0.285704,0.075192
TRAIN_0132,BV173,SN-38,-7.07646,-0.18695,0.871003,0.518869,0.106745,0.256555,0.426633,0.713195,-0.589615,-0.483163,0.014453,-0.155268,0.191696,0.150488,-1.155063,-0.249308,0.162055,0.021886,0.620442,0.18565,-0.130182,0.338278,-0.887995,0.232011,-0.259098,-0.002887,-0.610118,-0.833734,0.622282,-0.172785,0.266444,-0.13912,0.486729,1.083793,1.050066,-0.78657,0.870377,0.042438,1.35315,2.391981,0.464579,-0.235948,-0.864176,0.216731,0.901418,1.754312,0.208681,0.129123,-1.268245,-0.640512,2.502671,-1.280039,0.707634,0.021264,-1.083712,-2.021388,-1.192729,1.582798,0.437282,-0.925792,-0.453272,1.088097,0.235075,2.108173,1.59019
TRAIN_0133,G402,RVX-208,4.632054,0.753936,0.35475,0.034782,0.998187,0.191118,-0.255193,1.551829,1.675351,-0.694837,-0.341688,-0.146041,0.061345,0.040134,-0.503496,-1.778323,-0.015058,-0.954121,1.061731,0.412452,-1.291356,0.667547,0.284633,-0.150149,-0.938734,-0.337312,-0.88852,-0.74694,-0.103312,-0.632737,0.534274,-1.015115,1.597508,-0.38742,-2.580971,1.334802,-1.679371,0.558888,-3.151337,-2.297561,0.483502,1.820233,0.251735,0.046177,-0.593295,-2.895544,-0.55026,-0.207448,1.873823,0.402596,-2.233879,0.912391,0.256952,-0.478059,0.910514,0.826787,1.415507,-1.077152,-0.089634,1.152768,1.353685,0.362214,-1.146322,-1.379454,-2.117475
TRAIN_0134,SKCO1,LJI308,5.690884,-0.773338,0.543776,0.519432,0.807971,0.275178,0.608929,-0.366365,0.719902,-1.020892,0.605003,-0.239635,0.01275,-0.091107,-2.190068,-1.35523,-0.164948,-0.15584,-0.380043,-0.081344,-1.249179,1.141416,-0.40286,0.135325,-0.487457,-0.970149,-0.267284,-0.66157,1.446923,-0.825092,0.828969,0.608015,1.164828,0.086647,-2.078158,1.482891,-1.770383,0.629542,-2.388969,-2.173994,-0.13918,1.542023,0.662961,-0.126305,0.628789,-2.477609,-1.549615,-0.49466,1.277468,0.772695,-3.109852,0.294973,0.357141,-1.236909,0.535015,2.160369,0.89717,-1.628521,-0.184095,0.975268,2.100552,-1.105632,0.014378,-1.923172,-2.13024
TRAIN_0135,JHH1,AZD5582,2.534383,0.114865,0.693806,0.507578,1.480484,0.307746,0.408526,1.478505,0.551298,-0.483967,0.695975,-0.004472,-0.450255,0.544464,-1.039216,-1.484782,-0.390331,-1.743232,-1.010132,-0.687789,-1.419202,1.166214,-0.097535,0.035389,-0.819988,-0.485711,-0.265721,-0.622893,0.256355,-0.32014,-0.522032,-0.909359,1.841228,0.122115,-0.25187,0.860732,-0.499077,-0.200525,-1.120684,-1.242683,0.13003,0.620511,0.944998,-0.726134,0.055199,-0.17052,-0.06418,0.132604,0.945298,0.860922,-1.630212,-0.493247,-0.240474,-1.497734,0.992268,1.24571,0.357226,-0.702553,-0.226726,0.230151,0.664766,-0.016175,-0.200725,-0.210182,-0.514188
TRAIN_0136,OACM51,Ipatasertib,1.49585,0.969891,0.471853,0.730406,1.288691,-1.383369,-0.524805,1.009629,-0.330036,-0.950288,-0.560993,-0.385948,0.040767,0.744896,-1.306932,-1.846937,-1.411072,-1.68007,-0.385771,-1.163113,-1.197685,0.65295,-0.00921,-0.062689,-1.122388,0.139257,-0.502323,-0.701637,0.290371,-0.642137,0.211758,-0.036732,0.992797,-0.041169,-1.74887,1.291162,-0.898377,-0.120488,-1.685044,-1.194355,-0.435497,0.341316,0.747428,0.034391,-0.595412,-1.967452,-1.006603,-0.701476,0.67682,-0.513391,-1.264212,0.822485,-1.037257,-0.636096,0.185252,0.94184,0.796495,-1.087016,0.679777,0.124475,0.610799,-0.879811,0.328734,-1.977052,-1.625812
TRAIN_0137,TYKNU,Cyclophosphamide,6.312492,0.065125,-0.358222,0.779081,1.592285,0.035303,0.331709,0.761177,0.228915,-0.32331,0.144115,1.25644,-0.176742,0.186625,-2.043137,-1.84971,-0.509635,-0.889145,0.064894,-0.98391,-0.645767,2.059941,-0.084669,-0.607615,-1.06027,0.269143,0.788399,-0.706852,1.061799,-0.533802,0.041854,-0.901878,1.87461,-0.208119,-2.234453,1.239176,-1.74416,0.596207,-2.049403,-1.892293,0.889962,1.214276,1.113143,1.014237,-0.216094,-2.861329,-1.425844,-0.595857,1.91919,0.898854,-2.590007,0.521887,-0.934065,-0.882215,1.905913,2.15912,1.756999,-0.827604,-0.680139,0.275746,1.18656,-0.829116,-0.507977,-1.165523,-2.151078
TRAIN_0138,CCK81,PD173074,4.581241,0.405001,-0.170384,0.795088,1.515436,-0.552438,-0.825049,0.157239,0.776569,-0.871365,-0.706997,-0.121268,0.929368,0.161725,-0.883574,-1.133642,-0.432326,-0.230134,0.068845,-0.484609,-0.800838,0.663967,0.342282,-0.041498,-1.348034,-0.102434,-0.373703,-0.769661,0.251266,0.133952,0.038725,-0.422237,1.670164,-0.70575,-1.622583,1.630594,-1.508593,0.834498,-2.333234,-2.014477,0.07524,0.36701,-0.085285,-0.032814,-0.0912,-2.498997,-0.838258,-0.824164,0.894058,0.46234,-2.307016,1.064555,0.150248,-0.189195,0.457462,0.706911,1.114255,-1.042318,-0.660759,-0.206107,1.103494,-0.754252,0.130213,-0.942427,-0.828151
TRAIN_0139,EFM19,SB590885,4.037865,0.292298,-0.049404,1.007468,0.965378,-0.544134,-0.366924,0.777613,0.29528,-0.669335,0.93555,-0.294381,-0.33099,0.647698,-1.826085,-1.38915,-0.568087,-0.797631,-0.002735,-2.053453,-1.364378,2.057611,0.255726,0.544725,-0.690604,-0.455701,0.200543,-1.366044,0.187052,-0.243817,0.334014,-0.622407,1.476272,0.022232,-1.220681,1.190029,-2.142777,1.079996,-2.117629,-1.058573,-0.006555,1.17461,0.322935,0.412665,0.186103,-1.83825,-1.700955,0.287045,1.661331,0.145436,-2.103822,-0.331454,0.023763,-1.621418,0.690015,1.471381,1.738082,-1.044918,-0.08715,0.419404,1.260494,-0.584303,-0.33748,-2.291022,-1.949503
TRAIN_0140,SKMEL30,AZ960,3.31948,0.523415,-0.669695,1.141589,1.670373,-0.367994,-0.294602,1.188977,0.221789,-0.595456,0.296789,0.437514,0.102549,0.65995,-1.338171,-1.931845,-0.468374,-0.321056,-0.378965,-0.404588,0.036991,1.697689,0.527277,0.162928,-0.650255,-0.792302,0.486236,-0.589095,0.444043,0.179844,-0.501605,-0.572538,1.522302,0.387802,-0.918437,0.171306,0.0994,0.617192,-0.776499,-0.400585,0.347506,1.450473,0.124428,0.219476,-0.905509,-1.296601,-1.030859,0.361581,-0.644137,0.00432,-2.551109,-0.22185,-0.475744,0.287653,0.564082,0.199942,1.089865,-0.492916,-0.166118,-0.403248,0.088345,-0.699083,-0.087789,-0.622619,0.056744
TRAIN_0141,SW780,Tamoxifen,4.52197,0.083148,-0.505951,0.422249,1.68059,0.19311,0.300948,1.197897,0.363353,0.17726,0.878849,-0.433018,-0.240149,0.232821,-1.696537,-1.934016,-0.441271,-1.792216,-0.022164,-1.268147,-1.633121,1.037284,-0.497923,-0.688071,-1.184316,-0.598599,-0.739041,-1.59581,0.552943,-0.886449,-0.647109,-0.5267372144846797,2.068173,0.086022,-0.913518,0.872487,-2.008958,0.900136,-1.815315,-1.692802,0.370007,1.494649,0.626037,-0.868452,-0.234629,-1.834055,-0.295634,-0.029772,1.9107,-0.15218,-2.4791,0.940684,-0.751674,-1.562041,0.990386,0.946863,1.997322,-0.845353,-0.285909,0.20752,1.950245,-0.387958,-0.424028,-1.706695,-1.452777
TRAIN_0142,SKES1,AZD4547,0.328116,0.090552,-0.412735,0.278362,0.031392,-0.151082,0.635486,0.456313,0.24987,-1.077058,0.448777,-0.091325,-0.19283,0.008316,-1.069398,-0.581198,-0.285671,-0.331132,0.259093,0.123658,-0.342837,0.8035,0.65029,0.242712,-0.034857,0.040846,-0.867447,0.097146,0.248835,-0.315742,-4.7e-05,-0.462771,1.007105,0.325771,-0.776673,0.840264,-1.158347,0.417466,-0.847442,-0.72447,0.564382,0.745741,-0.612636,-0.616098,-0.01669,-1.204223,-0.363713,0.464736,1.22011,0.908041,-1.382094,-0.140848,-0.341149,-0.95121,1.275081,1.231108,1.015318,-0.062448,-1.260731,0.56265,0.135628,-0.392132,-0.306382,-0.566124,-0.855765
TRAIN_0143,NCIH520,Teniposide,2.115886,0.63058,-0.526789,1.280287,1.488832,0.158564,0.489629,1.402611,0.834771,-0.008706,0.115695,-0.381357,-0.347646,-0.264802,-0.527242,-2.223715,-1.144563,-0.235435,0.633561,-1.31317,-0.940935,2.025515,-0.214095,1.35892,-2.117577,-0.13282,0.681014,-0.56863,0.228903,-0.674528,-0.03498,-0.122371,1.93354,-1.262715,-0.187246,-0.761487,-0.836243,-0.629037,-0.883689,-0.520045,-0.206841,0.4687,0.142885,-0.971924,-0.014035,-0.114292,-0.297402,-0.115628,0.290646,0.445844,-1.113475,-0.062226,0.682956,0.583149,0.538584,0.459073,0.999537,0.803729,-0.121722,-0.423456,0.045259,1.459735,-0.819012,-0.439861,-0.927557
TRAIN_0144,CCK81,GSK343,2.48471,0.405001,-0.170384,0.795088,1.515436,-0.552438,-0.825049,0.157239,0.776569,-0.871365,-0.706997,-0.121268,0.929368,0.161725,-0.883574,-1.133642,-0.432326,-0.230134,0.068845,-0.484609,-0.800838,0.663967,0.342282,-0.041498,-1.348034,-0.102434,-0.373703,-0.769661,0.251266,0.133952,0.038725,-0.422237,1.670164,-0.374119,-0.247461,1.077217,-1.652984,-0.064588,-2.412608,-0.774678,-0.417821,0.478369,-0.092319,-0.135061,-0.46678,-2.372042,-0.991766,-0.556495,0.848824,0.72138,-1.479704,0.317311,-0.308334,-1.825167,0.462315,1.636548,0.812724,-1.291801,0.7987,1.27394,1.306923,0.042346,-1.317199,-1.610784,-1.55085
TRAIN_0145,ESO26,Cytarabine,0.060587,0.14107,-0.116236,0.080868,0.925568,0.11392,-0.800148,1.855808,0.971244,-1.315563,0.184345,0.150235,-0.939632,0.001094,-1.613724,-1.271443,-0.667918,-1.275311,1.014177,-0.006052,-0.872292,1.455814,-0.621823,-0.350113,-1.112462,-0.315686,0.807749,-0.784545,-0.389298,-0.053152,-0.780277,-0.772142,1.911037,-0.408395,0.42008,0.202968,-0.559458,0.334507,-1.589595,-0.07442,0.42115,1.164031,-0.250305,-0.010705,-0.137237,-0.638562,-1.102442,-0.184636,-0.162331,0.358238,-1.983103,-0.756903,0.208595,-0.626186,-0.175164,1.172711,0.649134,-0.001299,-0.244262,1.512447,0.206132,0.622534,-0.127436,-1.403803,-0.381958
TRAIN_0146,LP1,Schweinfurthin A,-1.133026,1.719383,-1.245352,0.869479,1.050285,-0.497507,-0.514172,0.923486,1.511853,0.01153,0.484984,0.271174,-1.162616,-0.454239,-2.75833,-1.854706,-0.409749,-0.832271,0.348853,-1.497784,-0.830664,1.398599,0.169536,-0.887462,-1.087354,-1.068859,-0.101881,-0.737065,0.373345,-0.94983,-0.251368,-1.290759,2.191255,-0.267055,-0.042644,0.491052,-0.123102,-0.499507,-0.040935,-0.726426,-0.473982,0.065581,1.308064,-0.238521,-0.278832,-0.667047,-0.352309,-0.568633,0.479859,0.6705,-0.523728,-0.430424,-0.320889,-0.537186,0.262695,1.06339,0.285212,-0.368177,0.769407,0.566034,0.663789,0.794012,0.173206,-1.420522,-0.045633
TRAIN_0147,NCIH446,Sapitinib,5.286077,0.186198,0.080362,1.053623,1.283887,-0.503105,0.443148,0.835404,-0.139102,-0.378893,1.05755,-0.206474,-0.284276,0.969549,-1.909241,-1.718857,-1.158696,-0.445511,0.279284,0.204915,-0.759301,0.712239,-0.139949,0.10098,-1.724683,1.015563,0.329132,-0.613021,0.541954,-0.019992,-0.252244,-0.690984,1.455234,-0.321152,-0.89322,2.150448,-1.544818,0.463063,-2.484274,-1.98229,-0.116526,-0.209851,0.869648,-1.245265,-0.470904,-2.253622,-1.252609,0.169662,1.290669,-0.095844,-2.279635,-0.017879,-0.455308,-0.67565,1.636428,0.202576,1.031053,-1.102597,0.125155,0.550354,1.393475,-0.366924,-0.675015,-0.639908,-0.947468
TRAIN_0148,MEG01,LMP744,-1.681206,0.407855,-0.00238,0.195465,0.74143,1.426998,-0.251231,1.078899,0.075669,-0.097297,0.163923,-0.447013,0.66649,0.714818,-0.929738,-2.051953,-0.473836,0.823145,0.048604,0.077915,-0.015793,0.874075,-0.538693,-1.182428,-0.401174,-0.691369,0.145941,-1.225355,0.063374,-0.296479,-0.017873,-0.871307,1.564743,0.602246,-0.224631,0.100105,0.13567,-0.545279,0.575955,0.34311,-1.002479,0.1037,-0.394611,0.554021,-0.708425,-0.108141,0.21514,0.049009,0.331361,-0.775502,0.909543,0.247207,0.698116,0.469213,-0.034805,-0.690979,-0.325929,0.834569,0.707379,-0.325505,-1.455403,-0.083627,-0.135049,-0.072435,0.320982
TRAIN_0149,GDM1,P22077,3.246747,0.161057,-0.02178,0.662145,-0.563957,-0.389367,0.019631,1.180166,0.035967,-1.110739,0.509166,-0.487918,-0.76592,-0.223287,-0.79511,-0.936024,-1.30934,0.076468,0.752877,-0.007803,-1.087655,0.437663,-0.0862,0.324204,-0.189213,-0.567067,0.081745,-0.194179,0.865924,0.131608,0.287374,-0.179125,1.385667,0.425315,-1.419809,0.219072,-0.785308,0.018791,-2.864107,-1.676799,0.580026,1.983954,-0.597185,0.255837,-0.037624,-2.077544,-0.584461,-0.158762,0.745398,1.341779,-3.174936,-0.127305,-0.65413,0.042693,0.676995,1.384918,1.981429,-1.290457,-1.009365,0.241491,2.010931,-0.615652,0.713062,-1.13428,-1.947767
TRAIN_0150,CAS1,Fulvestrant,4.044964,0.65156,-0.926777,0.862617,2.056166,-1.248912,-0.064999,2.313712,0.221253,0.33094,0.793526,-0.851333,-0.5292,0.539614,-2.021468,-1.587338,-1.065588,-1.005539,-0.368599,-1.033018,-1.972169,1.209871,0.375019,0.618343,-1.229042,-1.132134,-0.038806,-0.63239,0.475263,0.513132,-0.117323,-0.551657,1.839249,0.93508,-1.031397,0.754668,-1.511043,0.257276,-2.798081,-1.892593,-0.668787,0.377598,0.241671,0.018682,-1.331795,-1.748584,-0.536222,-0.604859,0.884266,0.184357,-2.273645,0.049877,-0.35064,0.384688,0.32317,1.012407,1.032323,-1.297242,0.197774,-0.809043,0.842939,-0.135307,-0.358003,-1.667498,-1.138818
TRAIN_0151,TE4,AZD6738,1.954735,-0.085087,-0.700835,0.245553,1.118446,-0.768733,0.549332,0.591888,1.282703,0.21963,0.880162,-0.715023,-0.198751,-0.44647,-1.064459,-1.407269,-0.651342,-1.416467,-0.989115,-1.240606,-0.565537,0.962897,-0.264021,0.381422,-0.228987,0.230044,-0.39805,-1.885636,1.478262,0.657348,-0.137495,-1.113241,1.953066,0.399296,-0.097103,-0.103205,-0.434453,-0.83835,-1.314308,-0.304488,-0.148214,-0.27502,0.184134,-0.377286,0.119699,-1.400575,-0.852694,-1.308942,0.769866,0.142173,-1.736439,0.306868,0.264046,-0.546351,0.530379,0.804624,0.001197,0.484577,-0.435759,0.542679,1.016648,-0.380247,0.183112,-0.593868,-1.483824
TRAIN_0152,SW837,Dinaciclib,-0.577489,-0.188629,0.127661,0.290354,1.614739,-0.267341,-0.513147,1.17177,0.675319,0.312158,-0.102414,0.352107,-0.626375,0.275642,-2.583104,-2.22457,-0.85091,-1.602627,0.23056,-1.171553,-0.580267,0.979542,-0.189355,0.195915,-2.054085,-0.236953,-0.080909,-2.47327,0.730457,-1.198812,-0.834862,-0.297529,1.801134,0.076356,1.002574,-0.646197,0.657305,-1.143869,1.234096,0.545156,0.080164,-0.118801,0.336212,0.468281,0.167054,0.887145,0.185432,-0.396048,-0.324964,-0.354187,0.74589,-0.664908,-0.134457,0.547165,0.058747,-0.974601,-1.849437,0.557091,0.162017,-0.369697,-1.071274,0.480815,0.177241,0.846691,1.135216
TRAIN_0153,SUDHL4,Paclitaxel,-4.96616,0.773681,-0.042611,1.042142,0.375812,-0.315646,0.309555,-0.148861,-0.284721,0.351754,-0.358313,-1.103972,0.738847,-0.595383,-0.710739,-0.689221,-1.641246,-0.558635,0.356063,-0.203846,-0.140832,0.42123,0.261518,-0.31633,-1.303048,-0.877283,-0.684513,0.021844,-0.599646,-0.115004,-0.255355,-0.303796,1.459007,0.729463,1.66533,-0.65524,0.499719,-0.710878,0.688747,0.632163,-0.139596,-0.932565,-0.241542,0.34858,0.114116,0.745965,0.60966,-0.042082,-1.069794,0.367661,1.423115,0.599018,1.056196,0.308685,-1.096228,-0.937587,-0.246503,0.496697,0.727361,0.311413,-1.249306,0.085521,0.520437,1.053824,0.714308
TRAIN_0154,FLO1,AGI-5198,4.515749,-0.194716,0.51671,0.396095,0.840564,-0.091368,0.079526,1.714528,1.285936,-0.523493,-0.265923,-0.545909,-0.210728,-0.304787,-1.878908,-1.090576,-0.435865,-0.724894,-0.14925,-0.779785,-1.495784,1.51781,0.352379,-0.87367,-1.507531,-1.146699,-0.243828,-0.884133,-0.449849,-0.900538,-0.71547,-0.336756,1.390357,-0.734819,-1.544505,1.000128,-2.163449,0.258151,-3.102505,-2.813496,0.060358,0.4857,0.360389,-0.493062,0.126102,-1.308109,-0.68762,-1.432904,2.261248,1.278248,-2.506691,1.123973,-0.8254,-1.899178,0.492799,2.33602,0.583517,-1.197911,-0.424214,0.216269,1.170468,-0.647719,-0.54604,-2.289912,-1.599625
TRAIN_0155,NCIH522,Venetoclax,2.901927,0.987091,-0.639445,0.495138,0.962102,-0.413232,0.287451,1.538931,2.025051,-0.344745,0.540017,-0.382662,-0.756832,0.1986,-1.23517,-1.56496,-0.925451,-1.414911,0.070387,-0.816886,-0.7312,0.70791,-0.372211,0.135652,-2.256548,-0.928684,-0.235643,-1.480268,0.449215,-0.645062,-0.551924,-0.351805,2.60324,0.539926,-0.317065,0.237162,-0.3984,0.574361,-1.305218,-1.522368,0.019091,0.41263,-0.509114,0.111238,-0.048298,-0.701624,-0.310475,0.077001,0.571087,0.31567,-1.300853,-0.089682,0.42843,-1.444992,0.820706,0.334153,0.207075,-0.393762,-0.938077,-0.200956,0.185192,-0.410206,-0.518114,0.109048,0.150823
TRAIN_0156,AM38,Entospletinib,2.970368,1.162228,-0.04979,1.093822,1.219316,0.848104,0.695414,1.104809,1.083172,-0.04276,1.106655,-0.843195,-0.019508,0.717561,-2.368706,-1.93434,-1.457312,-0.923112,0.603388,0.044354,-1.062318,1.955198,-0.8658,-0.799126,-1.136826,-0.231726,0.069997,-1.929678,0.247891,-1.119784,0.107776,-0.285081,0.971911,-0.460445,-1.155298,1.828462,-0.691748,0.688008,-1.794165,-1.13593,0.799578,0.597705,-0.485857,-0.094858,-0.745593,-2.181326,-1.165328,0.727405,1.250517,0.565312,-2.583247,-0.559369,-0.840264,-0.03808,0.851334,1.452532,1.410976,-1.23439,0.34811,0.054134,1.794322,-0.314834,-1.102193,-1.611507,-2.230498
TRAIN_0157,SKMM2,SB590885,5.084904,-0.149201,-0.320869,0.397506,0.483481,-0.701326,-0.596245,2.138877,0.786792,-0.091672,-0.260748,0.179805,0.231166,-0.781288,-2.075547,-1.305387,-0.18414,-1.251291,0.130227,-1.116356,-1.216555,1.91839,-0.58883,0.561219,-1.673807,-0.914024,0.509182,-0.575489,0.764017,-1.198767,-0.495643,-0.130336,1.688728,0.022232,-1.220681,1.190029,-2.142777,1.079996,-2.117629,-1.058573,-0.006555,1.17461,0.322935,0.412665,0.186103,-1.83825,-1.700955,0.287045,1.661331,0.145436,-2.103822,-0.331454,0.023763,-1.621418,0.690015,1.471381,1.738082,-1.044918,-0.08715,0.419404,1.260494,-0.584303,-0.33748,-2.291022,-1.949503
TRAIN_0158,SNU81,Schweinfurthin A,2.991168,0.432251,-0.168425,1.204088,1.42959,-0.429477,0.303858,1.535289,0.341728,0.139037,0.603551,-0.431342,-0.34601,-0.309355,-2.05072,-1.609182,-0.622476,-0.309712,0.402192,-0.42059,-1.314312,1.896975,-0.012098,0.069778,-1.337274,-0.985641,0.357053,-1.095064,0.099884,-0.007731,-0.897533,-0.773207,2.24378,-0.267055,-0.042644,0.491052,-0.123102,-0.499507,-0.040935,-0.726426,-0.473982,0.065581,1.308064,-0.238521,-0.278832,-0.667047,-0.352309,-0.568633,0.479859,0.6705,-0.523728,-0.430424,-0.320889,-0.537186,0.262695,1.06339,0.285212,-0.368177,0.769407,0.566034,0.663789,0.794012,0.173206,-1.420522,-0.045633
TRAIN_0159,OCIAML2,Pictilisib,1.587021,0.097937,0.008442,0.227738,0.908005,0.25897,0.975812,1.527215,0.245862,-2.04437,0.76408,-0.394605,-0.525779,-0.134262,-0.736991,-0.156964,-0.930678,-0.810781,0.255947,0.06769,-0.058398,-2.7e-05,-0.549748,-0.235188,-0.262574,0.596585,-0.993939,-0.419378,-0.565473,-0.987378,0.405166,0.110769,0.722009,0.328966,0.14286,1.224368,-0.477249,-0.180723,-0.442156,-1.079718,-0.264118,0.781909,0.003427,-0.648293,-0.859974,-0.540686,0.295847,0.388231,0.459439,1.135775,-0.726188,0.054571,-1.430884,-0.48238,0.659771,1.175996,-0.059212,-0.089596,0.405268,0.132202,-0.768818,-0.05948,0.309762,-0.896517,-0.584229
TRAIN_0160,CHP126,WIKI4,2.627742,0.009648,0.424146,0.14599,1.968346,0.176713,-0.406194,2.172925,0.228915,0.045739,0.525598,0.329758,0.458041,0.183663,-1.702463,-0.965247,-0.728479,0.304881,0.286017,-0.811851,-0.886276,0.342017,-0.642252,0.646999,-1.315686,-0.90067,0.345187,-0.204697,0.619806,0.081828,-0.580519,-1.127841,2.034151,0.531977,-0.633295,1.485634,-1.362499,-0.121192,-2.127088,-1.035389,0.735467,0.622773,0.352062,-0.785564,0.150946,-2.068678,-0.423861,-1.097135,1.714756,0.550669,-2.390419,0.713273,-0.731963,-0.393026,0.556742,0.308895,0.565103,-1.167096,0.333368,0.82631,1.918449,0.283311,-0.47796,-1.349111,-1.562446
TRAIN_0161,HDLM2,KU-55933,2.739304,-0.13587,0.84449,-0.119228,1.319862,0.315369,-0.815801,1.362671,1.086281,-0.371395,1.870636,-1.207072,0.154732,0.108233,-1.153079,-1.166867,-0.818881,-0.700221,-0.676171,-0.428789,-0.986975,1.498295,0.347445,0.238129,-1.07202,-0.878435,-0.266884,-0.33249,1.020378,-0.602208,-0.211636,-0.936319,2.076347,0.6512,-1.924108,1.094582,-1.852892,0.768166,-2.529505,-2.139963,-0.454233,1.248724,-0.197944,-0.921249,-1.090903,-2.090494,-0.416727,-0.682696,1.717043,1.115219,-3.459598,0.754084,-0.592769,-0.748792,0.690625,1.162566,1.489788,-0.454609,-0.040872,0.251093,0.81652,-1.57143,0.375053,-2.163908,-1.986113
TRAIN_0162,NCIH596,5-Fluorouracil,4.649583,0.487836,-0.368485,1.006188,1.394587,0.55169,0.48783,1.205193,0.837155,-0.816133,0.403888,0.516741,-0.640676,0.433069,-1.72955,-2.303604,-1.015383,-1.66186,-0.11446,-2.374295,-1.204181,2.559338,-0.162124,-0.637538,-1.81087,-0.798555,-0.39283,-0.773198,0.797898,-1.205655,0.057594,0.134361,2.887716,0.085552,-0.949544,1.867379,-1.815268,0.418338,-1.833333,-2.873408,-0.076525,1.740047,0.779983,0.1035,-0.634947,-2.457334,-1.277339,0.14578,1.127494,0.519342,-2.781308,0.863376,-0.794543,-0.971991,-0.00748,0.599404,1.273927,-1.807113,0.630836,-0.578981,0.930372,-0.645153,-0.43577,-2.060905,-2.110364
TRAIN_0163,PL21,PCI-34051,3.014248,-0.169147,-0.643327,0.55971,1.049784,0.08751,-1.119599,0.325803,0.354119,0.017898,0.644503,-0.150673,-0.058519,0.158762,-0.577047,-0.672864,-0.237465,-0.621128,0.191728,-0.194259,-0.545262,0.89506,0.562813,0.165048,-1.009482,0.180078,-0.62977,-1.094075,0.34855,-0.030574,-0.762765,-0.480694,0.587487,0.007519,-1.838709,0.763925,0.609651,0.788156,-2.185715,-2.084789,1.047612,1.5356,1.169596,0.76216,-1.141534,-2.528825,-1.462924,-1.086948,1.57304,0.175347,-1.317453,1.385009,-0.517336,0.073936,1.560688,1.151086,0.238701,-1.229384,-0.735126,0.545507,1.347019,-0.608214,0.013978,-2.083277,-1.391319
TRAIN_0164,BICR22,Mitoxantrone,-2.694619,-0.546099,0.652473,0.774776,1.024717,-0.02183,-0.724548,2.314212,0.594956,-0.269739,0.737827,-0.079746,-0.209907,-0.228026,-1.086463,-0.251015,0.284134,0.096663,-0.038443,-1.122304,-1.038884,1.040718,0.39107,-0.799566,-0.219816,-0.455207,-0.136786,-1.301461,-0.567797,-0.003494,-0.16492,-1.060798,0.632502,0.151128,0.719238,0.361616,0.48224,0.538457,-0.821901,-0.343594,0.054225,0.190289,0.49024,0.182696,-1.52446,-0.933163,-1.228428,0.001462,0.318111,0.205929,-0.809462,0.397733,0.286053,-0.754278,-0.618528,0.192912,1.070204,0.692791,0.223825,-0.302994,0.626019,-0.315902,-0.418504,-1.279062,-0.172709
