cell_line_id,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31
GA10,0.04907,-0.192365,0.641046,0.748163,0.196423,0.395215,0.43381,-0.014803,-0.720786,-0.206751,1.298635,0.44555,-0.583689,-1.387504,-0.41384,0.06019,-0.110025,-0.008191,-0.40741,-0.372166,0.599302,-1.195354,-0.089266,-0.966533,-0.11904,1.534735,-0.253172,-0.014151,0.2329,0.130618,-0.018359,1.006544
GB1,1.561277,-0.71381,0.931826,1.171115,0.026495,-0.710587,1.48591,0.67596,-0.015867,1.041428,-1.120135,-0.47229,-0.095149,-2.682321,-1.959453,-0.757611,0.126527,0.553687,-1.663175,-1.797877,2.083424,0.801949,-0.72053,-2.468806,0.351326,0.313834,-1.669234,0.670462,-1.962397,-0.311318,-0.481758,
GCT,-0.045191,-0.08569,0.139394,1.543536,-0.665348,-0.42171,0.970166,1.038994,-0.007209,0.387066,-0.411685,-1.157249,0.075096,-1.803733,-0.293128,-1.078699,-0.209463,0.790561,-0.703802,-0.433601,1.548554,-0.015307,0.036215,-0.712695,0.042164,-0.209722,-1.729614,0.247767,-0.958387,-0.302928,0.059358,1.493271
GDM1,0.161057,-0.02178,0.662145,-0.563957,-0.389367,0.019631,1.180166,0.035967,-1.110739,0.509166,-0.487918,-0.76592,-0.223287,-0.79511,-0.936024,-1.30934,0.076468,0.752877,-0.007803,-1.087655,0.437663,-0.0862,0.324204,-0.189213,-0.567067,0.081745,-0.194179,0.865924,0.131608,0.287374,-0.179125,1.385667
GIMEN,0.732059,-0.577288,1.389096,1.965388,-0.470036,-0.488243,1.824353,1.046094,-0.399621,0.731489,0.35814,0.041479,0.352119,-1.559965,-2.346968,-0.397809,-0.170294,0.224497,-1.38753,-1.824964,1.01072,-0.632004,-0.113584,-2.214911,-0.56996,0.568864,-1.675462,1.158381,-0.38208,0.205707,-0.967526,2.39314
GRANTA519,-0.090691,0.318394,0.679575,1.672597,-0.802416,-0.662139,1.746081,0.229238,-0.198705,-0.186272,-0.00067,-1.043138,0.497927,-1.44085,-1.929403,-0.224366,-0.798115,0.01861,-1.33655,-2.275795,1.518202,-0.989342,0.109567,-1.437613,-0.159396,-0.049354,-1.219696,0.710291,-0.383002,-0.109281,-0.316876,0.929966
H4,0.648141,0.231148,-0.156606,0.70506,-0.146814,-0.194399,1.024541,1.132448,0.28593,-0.361466,0.05937,0.411546,0.324805,-0.49354,0.069397,0.206498,-0.425376,0.6932,-0.42067,-0.755017,0.620231,0.659096,-0.372542,-0.007543,-0.045702,-0.639415,-0.441237,-0.845986,-0.01343,0.284208,-0.622942,1.067676
HCC1143,1.485088,-0.394282,0.132963,2.298495,0.741816,-0.237613,2.120855,1.455624,-0.851392,0.312245,0.141481,0.366187,0.528905,-2.396695,-0.770612,-0.840559,-1.203432,0.492562,-0.151592,-1.017431,1.70641,0.000734,0.090821,-1.178077,-1.821542,-0.034859,-1.056506,-0.191266,-0.421135,-0.400562,0.262348,2.680909
HCC1187,0.230882,-0.204517,0.567777,1.196232,-0.121118,-0.597756,0.909213,1.027914,-0.123586,0.104434,0.014982,-0.750643,0.352504,-1.376269,-1.627372,-0.297641,-1.203901,0.195181,-0.950757,-1.691965,1.280098,-0.985118,-0.182525,-1.472733,-0.636383,-0.01718,-1.105572,0.590512,-0.123561,-0.597239,-1.163417,1.208461
HCC1395,0.14237,-0.283399,0.118288,0.53541,-0.410009,-0.091223,1.52464,0.317623,-0.571303,-0.041754,-0.375818,-0.786109,0.47458,-2.379645,-1.52016,-0.286371,-0.695102,1.590702,-0.530679,-1.599456,1.091148,-1.063562,0.012173,-1.523627,0.034683,-0.188578,-0.952761,-0.025843,0.4027,-0.387282,0.448723,1.846386
HCC1428,0.919853,-0.004588,1.082043,1.117566,-0.45944,0.102603,2.133735,0.346196,-0.667795,1.593526,-0.00987,-0.667477,0.806395,-2.79798,-3.209242,-1.230666,-0.602711,0.29246,-1.362616,-2.080001,2.955053,0.504429,1.201675,-2.026611,-0.596152,-0.606732,-0.834503,-0.070453,-0.712457,-0.947286,-1.116737,2.112729
HCC15,0.165656,-0.400276,0.33819,1.856539,-0.7738,-0.111082,2.101967,0.468935,-0.802801,0.397674,0.151747,-0.343247,-0.036856,-1.566877,-2.181884,-0.190907,-0.753227,0.143185,-1.277739,-1.778532,1.653033,0.401041,-0.254813,-1.117764,-1.558173,-0.187443,-1.103679,-0.099657,-1.036097,-0.609657,-0.422757,1.657479
HCC1500,-0.643748,-1.192672,0.316422,1.686421,-1.597843,-0.47394,1.248222,1.428623,-0.64181,0.710738,-0.372874,-1.510998,0.615668,-1.723359,-1.396655,1.424996,-2.011361,1.163091,-1.012726,-1.207946,1.379907,-0.428192,-0.22029,-1.198765,-1.279575,0.481445,-1.309627,-0.205482,-0.799833,0.349416,-0.843516,1.951903
HCC1599,0.063858,0.259452,0.902585,2.240739,-0.290173,0.13195,1.414031,1.31127,-0.765208,0.841466,-0.497905,-0.434649,0.255017,-1.527629,-1.549052,-0.378658,-0.086384,0.764345,-0.350276,-1.448498,0.822217,0.2825,0.496392,-0.49515,-0.772529,-0.018898,-1.814607,0.1285,-0.020878,-0.485374,-0.199847,1.50577
HCC1806,0.488077,-0.664604,0.467754,-0.495835,-0.247149,-0.968927,1.639609,0.892456,-0.074832,1.116645,-0.77865,0.567972,0.624922,-1.374175,-0.564444,-0.922238,-1.07709,-0.09802,-0.860525,-1.45533,1.573609,-0.277629,0.220579,-1.220395,-1.26764,0.207839,-1.711652,0.212295,-1.078423,0.802167,0.060715,1.268731
HCC1954,1.041225,-0.53711,0.805538,1.355124,-0.06097,0.443211,1.667769,0.77685,-1.214365,-0.032867,-0.443284,-0.337149,-0.365686,-0.371009,-0.66341,-0.162355,-0.798715,0.152885,-1.224315,-1.125223,1.336804,-0.806956,0.222742,-1.251849,-1.402562,-0.338775,-1.155404,1.253479,-0.216745,-0.908143,-0.252884,0.75292
HCC202,0.797468,-0.306856,0.287152,1.448223,-0.764319,-0.819288,0.522495,0.914904,-1.00175,-1.136316,-0.464533,0.035725,0.724895,-1.218132,-1.095139,0.287016,-1.45712,-0.032224,-0.372996,-0.503622,0.500834,-0.099197,-1.209344,-1.063772,-0.053948,-0.433952,-0.563999,0.417159,-0.480984,-0.065175,-0.791626,0.851791
HCC2157,0.597713,-0.002962,0.088275,1.009295,0.21937,-1.162896,1.509821,0.283953,-0.063813,0.918235,-0.958827,-0.629073,-0.001739,-1.518953,-0.148647,-0.759619,-0.874412,0.287312,-1.135974,-1.029801,1.022112,-0.299431,-0.006914,-1.103957,-1.07792,0.226139,0.199439,0.230517,-0.241193,0.17453,-0.989119,1.942398
HCC38,0.636914,0.666798,0.332072,2.551752,0.135023,0.023983,1.820331,0.703481,0.093897,0.655378,-1.483371,-1.060923,0.168055,-1.90864,-1.888769,0.003009,-2.067978,0.410737,-1.888373,-1.143437,1.533601,-0.033714,-0.359106,-0.896983,-0.066302,0.411412,-1.306206,0.695152,-1.001288,0.113161,0.175747,2.533149
HCC70,0.050207,0.065188,-0.105422,1.558698,0.029665,-1.130531,0.738552,0.499628,-0.542679,-0.151426,-0.192699,-0.263384,0.105027,-1.976455,-0.916828,0.357908,-1.088009,-0.043528,-0.513057,-1.359005,1.154862,0.181189,-0.898258,-0.531236,-0.418495,-0.11307,-1.006281,0.295113,-1.367439,0.503757,-0.482067,1.769093
HCC78,0.875619,-0.621881,0.758111,1.092186,0.234897,-1.252089,1.221685,0.316358,-0.161785,0.671771,-0.726854,-0.730989,0.139442,-1.988471,-0.96753,-0.637233,-2.268801,0.065551,-1.250212,-1.952512,0.561102,-0.127041,0.718679,-0.990299,-0.741468,0.317242,-1.15607,-0.044871,-1.060683,-1.110722,-0.679323,1.570071
HCC827,0.461044,-0.349767,0.191299,1.865914,-0.898679,0.147918,1.118295,0.410748,-1.214815,0.305667,0.012445,-0.219768,0.737331,-1.700902,-2.320652,-0.741992,-1.428707,0.987532,-1.529528,-1.001398,1.949426,0.683288,-0.135597,-1.104847,0.582589,-0.195075,-1.947806,-0.554746,-0.259569,-1.240692,-0.80318,2.118075
HCT116,0.417962,0.122152,0.535416,1.6371,-0.629541,-0.49187,0.64814,0.917807,0.142668,0.581019,0.288183,-0.894099,0.99211,-0.491683,-0.762104,0.522571,-1.491771,-0.056375,-0.962457,-0.564396,0.435009,0.230852,0.729503,-0.585686,-0.214725,-0.421276,-1.177389,0.870912,-0.003776,-0.210585,-0.603105,0.200439
HDLM2,-0.13587,0.84449,-0.119228,1.319862,0.315369,-0.815801,1.362671,1.086281,-0.371395,1.870636,-1.207072,0.154732,0.108233,-1.153079,-1.166867,-0.818881,-0.700221,-0.676171,-0.428789,-0.986975,1.498295,0.347445,0.238129,-1.07202,-0.878435,-0.266884,-0.33249,1.020378,-0.602208,-0.211636,-0.936319,2.076347
HDQP1,0.73129,0.85966,0.080568,1.033131,-0.07217,0.135365,1.159385,0.179337,0.06398,0.795938,-0.83,0.304003,0.779259,-1.468138,-1.344339,-0.174171,-1.243584,0.267179,-1.804824,-0.695057,0.395344,0.570539,-0.110873,-1.249104,-0.7507,-0.055011,-0.214334,-0.94243,0.156508,-0.065054,-1.086342,0.94868
HEL,1.100329,-0.54572,-0.234869,1.37241,0.045706,-0.592525,0.941715,-0.107876,0.302654,0.817012,0.021442,-0.06495,1.008285,-1.009857,-1.501233,-0.072001,0.508519,-0.341541,-0.659925,-0.537096,0.746518,-0.610301,0.596566,0.408134,-0.189223,-0.393497,-1.381897,0.327256,0.234962,0.083648,-0.318742,0.682872
HEP3B217,-0.277845,0.34271,0.806653,0.049607,0.668471,0.160596,1.552609,-0.256631,-0.936439,0.21851,0.001136,0.646676,0.483705,-1.154556,-1.44468,0.311352,-1.029305,0.983935,-0.632546,0.032614,1.13095,-0.190422,-0.223231,-0.939851,-0.079821,0.098479,-0.918469,0.12007,-0.28507,-1.221888,-0.095851,0.510413
HL60,-0.329212,-0.912553,-0.574279,0.081023,-0.471162,0.859987,0.523796,0.471198,-0.033643,0.335827,-0.269588,-0.829665,0.846005,-0.049565,-1.700653,-0.792136,-0.64448,-0.325716,-0.199379,-1.067721,1.812689,0.482796,0.139928,-0.196292,0.281748,-0.226714,-0.981514,0.226238,0.13159,-0.075787,-1.088258,0.521361
HOP62,0.496718,-0.186394,1.682193,0.943455,0.001204,0.492983,2.832541,0.622387,-0.258721,0.867844,-0.400187,-0.549835,0.477969,-3.321885,-1.512337,-0.541072,-1.199494,1.36108,-1.313111,-1.719016,2.570572,-0.65862,-0.202501,-1.604361,-0.164555,0.223084,-1.88302,0.137592,-0.949045,-0.352027,-0.433594,2.19932
HOP92,-0.375634,0.389348,0.794389,2.263305,-0.019435,0.309144,1.862265,1.464739,-0.223148,0.510705,0.658192,-0.035892,0.536462,-2.611743,-2.423444,-0.433654,-0.971997,0.017092,-0.866155,-0.662509,1.85955,-0.803397,0.013902,-1.872142,-0.755393,-0.092389,-1.426098,-0.240027,-0.683399,-0.581192,-2.085398,2.937152
HPAC,1.111409,-0.345986,0.748778,1.152787,0.580564,0.681365,1.881097,1.38783,-0.448285,-0.049004,-0.734926,-0.46569,0.048938,-2.293431,-2.014779,-0.682318,-1.130068,-0.171574,-1.395063,-2.254507,2.162018,-1.310558,0.653882,-0.933246,-0.77253,-1.174945,-1.494571,0.396786,-1.190958,-0.590592,0.07822,2.446931
HPAFII,0.06736,-0.94623,0.527116,1.517265,-0.001576,-0.517317,1.939651,1.785886,-0.092846,0.554483,-0.585714,-0.67494,0.848323,-2.353771,-1.816654,-0.573963,-1.330865,-0.351154,-0.806731,-1.536429,1.812929,-0.507544,0.682415,-1.957584,0.275549,-0.755542,-1.00991,0.638319,-1.038234,-0.098834,-0.001835,0.866659
HS578T,0.600878,-1.343923,-0.027096,1.886241,-0.45565,-0.751687,1.012221,1.573947,-1.24618,-0.143891,0.422639,0.601147,0.118538,-1.965778,-0.165791,0.401576,-0.37319,-0.185086,-0.663432,-1.073927,1.196708,0.566637,0.487224,-1.541191,0.305201,0.234615,-0.466347,0.997625,-0.978421,-0.223159,-0.689109,0.519398
HS683,0.544142,1.152567,-0.436553,1.12077,0.145481,-0.113239,1.122286,-0.076734,-0.23406,0.026628,-1.440893,0.249639,0.659813,-1.402394,-1.173078,0.117423,-0.643888,0.686588,-0.826562,-0.398264,1.254469,-0.071511,-0.584622,-0.920067,-0.822348,-0.23634,-1.266881,-0.252667,0.614021,0.447926,0.511022,0.77124
HS746T,0.51079,-0.779019,0.271739,0.997886,0.395798,-0.422093,2.044884,1.036198,0.702714,-0.220702,0.186306,0.127698,-0.255225,-1.326701,-1.482005,-0.651629,-1.380854,-0.058942,0.156279,-1.350686,1.793123,-0.61143,-0.325328,-0.821939,-1.195551,-0.101497,-1.084041,0.415084,-0.664125,-0.081128,-0.229172,2.139231
HS766T,0.10628,-0.308864,1.378682,2.28454,-0.968887,-0.106697,0.915876,0.949217,0.382561,0.180539,-0.976178,-0.17979,-0.479524,-2.624349,-1.782531,-0.995425,-1.339753,0.751166,-0.884568,-1.570239,1.598437,-0.087321,0.019592,-1.489757,-0.90515,0.04252,-1.883411,0.435697,-1.130045,-0.908891,-0.596502,2.340755
HS940T,0.787507,-0.325812,0.720481,1.489834,0.035677,-0.599523,1.333916,0.794008,-0.370761,-0.610612,-0.289276,0.734901,0.012917,-1.889652,-1.188743,-0.292168,-0.211245,-0.378359,-0.358351,-0.830933,1.097607,-0.010686,0.568574,-0.69991,-1.00559,0.498527,-0.950125,0.336012,-0.442339,-0.307713,0.116064,1.435113
HT1080,-0.053871,-0.337587,0.749017,2.16581,0.063063,-0.663736,2.85102,0.914018,0.159537,0.476739,-0.20531,-0.05461,0.855535,-1.419987,-1.320726,-0.730232,-1.317439,0.486364,-0.458256,-1.549788,2.025346,0.496356,-0.389383,-1.869563,-0.62464,0.266781,-1.434568,1.058749,-0.399716,-0.277366,-1.330792,1.228633
HT1197,0.659201,-1.210681,1.182671,1.511356,1.37703,0.909459,1.558378,0.74823,0.007539,1.418158,-1.302941,-1.379529,-0.058347,-1.706586,-1.552819,-0.052286,-1.657504,-0.829917,-0.519202,-1.888905,0.521269,-0.163236,0.467105,-1.54883,-0.797399,0.03615,-1.387223,-0.281699,-0.984561,-0.043963,-0.467496,2.018282
HT29,-0.120005,-0.195851,-0.596203,1.246944,0.536441,-0.915041,0.907448,0.747906,0.269558,0.188306,-0.698384,-1.338478,0.235643,-0.43331,-1.172488,-0.438553,-0.608845,0.233324,-1.096726,-0.661899,1.226969,-0.162813,-0.436353,-0.431244,-0.081452,-0.192144,-0.373996,0.036795,-0.847567,-0.601578,-1.342911,1.643749
HUH1,-0.404545,-0.75647,-0.371442,1.523882,-0.316061,-0.404232,1.10343,0.203432,-0.250818,0.282918,-0.318592,-0.921774,0.339466,-1.316773,-1.481539,-0.784697,-0.913417,0.20297,-0.930249,-1.615805,1.425715,-0.126235,-0.427205,-1.973742,-1.254341,-0.686017,-1.792801,0.466255,-1.06434,-0.043292,-0.601688,0.9214
HUH7,0.888065,0.249358,0.234032,1.928944,-0.692508,-0.215405,1.150006,-0.030448,-0.721244,0.550453,-0.72184,-1.117625,0.073122,-2.024627,-1.96914,-0.543331,-1.47811,0.94051,-1.612857,-1.350106,2.245035,-0.014351,-0.025052,-1.872079,-0.096331,-0.586303,-1.784041,0.225223,-0.059037,-0.139314,-1.163092,1.935275
HUPT3,0.272807,-0.516333,1.245692,1.092433,0.530991,0.140734,2.389335,0.664594,-0.623133,-0.083078,-0.803422,-0.296963,0.930549,-2.787543,-2.196784,-0.732182,-1.880486,0.662593,-1.422213,-1.746715,1.485331,-0.658288,0.075324,-1.771355,-0.821555,-0.234717,-1.184149,1.265477,-0.631368,0.157475,-1.397669,2.241619
HUPT4,-0.042657,-0.879319,0.290146,2.147535,0.236464,-0.117024,0.842471,0.683683,-0.327427,0.640501,-1.394003,-0.919621,0.21446,-1.681007,-2.855322,-0.653892,-0.960296,0.744945,-0.57862,-1.147497,1.093158,-1.18401,-0.127732,-0.950645,0.142138,0.468277,-0.957903,0.572562,-0.889959,-0.362193,0.221547,1.415728
IALM,1.404314,-0.327173,1.441073,1.126888,0.011559,-0.649758,1.19018,1.031529,-0.059453,0.229549,-1.306418,-0.605611,0.24706,-2.025118,-1.598116,-0.705435,-0.289414,0.489763,-1.264428,-2.503014,1.630008,-0.439519,0.561304,-1.480944,-1.243894,0.219428,-1.047437,1.215509,-0.278063,0.029881,-0.693056,2.420124
IGR1,1.056365,-0.786531,0.38808,0.93713,-0.013888,0.411661,1.073747,-0.528301,-0.614053,0.928186,-0.133865,-0.190596,0.070253,-2.302032,-1.241195,-0.905732,0.211964,0.558314,-1.079338,-1.532893,1.227082,-0.315936,0.617095,-1.144806,-0.838849,1.041605,-0.975485,0.710877,-0.826029,-0.071905,-0.367289,0.664685
IGR37,1.385801,0.540057,0.294507,0.608393,-0.004487,-0.134907,1.380136,0.68006,-0.104304,1.13672,-0.068762,-0.879402,0.865495,-0.63633,0.262797,-0.989833,-0.649657,-0.801803,-0.414731,-1.349329,2.077565,-0.559198,-0.79318,-1.320335,-1.402199,0.459998,-1.908827,0.300259,-1.49619,-0.382224,0.363592,1.590519
IGROV1,-0.125117,-0.100955,0.408837,1.176507,-0.827976,0.151747,-0.377322,0.158808,-0.533951,0.651595,-0.27476,-0.990284,-0.343129,-1.08176,-1.104354,-0.636671,-0.865654,0.542074,-0.819385,-0.915884,1.989738,-0.851217,-0.884235,-0.487726,-0.675378,-0.090644,-1.101106,0.102025,0.428485,0.220997,0.059668,0.435329
IM95,-0.178529,-1.530061,0.113039,1.695784,0.071303,-0.297914,1.251192,0.269005,-0.272894,0.816634,-1.178376,-0.222457,0.65963,-1.736929,-1.028461,0.957863,-0.861777,0.447847,-1.094857,-1.038298,1.401701,-0.083053,-0.455869,-1.03569,0.295946,0.312984,-0.439052,0.181808,-0.10517,-0.093531,-0.956429,1.639877
J82,0.100215,-0.482359,0.871899,1.976278,-0.875603,0.246025,2.181079,0.568567,-1.332168,0.578627,-0.779079,-0.502312,0.1088,-3.29969,-2.264097,-0.827562,-0.89858,0.028001,-0.250303,-2.650603,2.414381,-0.383094,0.510827,-1.669816,-0.083489,-0.060572,-1.930518,1.161095,-0.777515,-0.239257,-0.10468,1.70678
JEKO1,0.501052,-0.351539,0.199016,0.65952,-0.845951,-0.485251,1.321912,0.757209,-0.223477,0.343633,-0.336799,0.487667,-0.001141,-0.66719,-0.132998,-0.618831,0.36484,-0.636608,0.443164,-0.764397,0.478544,-1.037416,-0.199758,-1.103056,-0.52664,-0.023255,0.007791,0.257576,-0.092005,-0.667151,-0.686657,1.657505
JHH1,0.114865,0.693806,0.507578,1.480484,0.307746,0.408526,1.478505,0.551298,-0.483967,0.695975,-0.004472,-0.450255,0.544464,-1.039216,-1.484782,-0.390331,-1.743232,-1.010132,-0.687789,-1.419202,1.166214,-0.097535,0.035389,-0.819988,-0.485711,-0.265721,-0.622893,0.256355,-0.32014,-0.522032,-0.909359,1.841228
JHH6,0.557343,0.086558,0.584058,0.771082,-0.476097,0.137217,1.602889,0.728005,-0.027527,0.245792,-1.285399,-0.596878,0.026284,-2.60523,-2.000875,-0.377906,-1.128022,0.502037,-0.100427,-1.73789,1.764793,-0.505026,-0.348281,-1.872707,-0.843179,0.302767,-0.102082,0.058682,-0.874509,-0.355092,-0.469481,2.186222
JHOS2,1.03523,-1.322641,-0.680776,0.957641,0.363302,-0.968159,-0.253763,0.893066,-0.249792,-0.115632,-0.859596,-0.853528,0.246797,-1.827647,-1.118356,-1.872402,-1.23015,-0.314279,-0.846932,-1.386957,1.559081,-1.108385,0.076199,-0.848615,0.497408,-0.15308,-0.748859,-0.604541,-1.671424,0.191492,-0.479071,2.055459
JURLMK1,-0.518428,0.213111,1.153829,0.725816,0.058966,-0.075041,-0.250445,0.937773,-0.464474,0.436047,-0.938511,-0.747507,0.799514,-0.821821,0.142281,-0.229604,-1.26407,0.552493,-0.602561,-0.129107,0.509129,-0.848046,0.105024,0.615444,0.062071,0.008819,0.147745,0.232611,-0.098714,-0.644631,-0.086918,1.145225
JVM2,-0.244515,0.663948,0.180403,0.088153,0.41702,-0.225188,0.931421,0.122208,-0.193914,0.436312,-0.016436,-1.160459,-0.476098,-0.203658,-0.668631,-0.458289,-1.033098,-0.430093,-1.328098,-0.543998,0.212774,-0.562164,-0.010472,-0.31572,0.856431,-0.717193,0.177616,0.617793,-0.599367,-0.000279,-0.43901,0.739898
JVM3,0.885396,0.266385,0.424901,0.186,-0.803703,-0.165904,1.019257,-0.561447,-0.651201,0.20604,-0.614388,-0.518932,-0.148068,-1.186753,-0.941392,0.203611,-0.920457,-0.716166,-0.554179,-0.006013,0.28758,-0.291758,0.039966,-1.248122,0.103966,0.220934,-0.507818,0.601918,-0.721952,0.487124,-0.081238,0.3196
K562,0.372863,-0.160188,1.109291,0.635404,-0.561713,0.337711,0.919274,1.0417,0.487911,0.217234,-0.016458,-0.935767,0.563838,-1.374783,-1.092812,-0.75612,-1.611093,0.493805,-1.731482,-1.247086,1.600113,-0.078049,1.026213,-0.585447,-0.746485,0.099141,-0.910714,-0.501552,-0.93309,-0.505178,-1.481823,1.45123
KALS1,0.364711,-0.972633,0.840058,1.858069,-0.117116,-0.392651,1.851192,1.096007,-0.308715,0.122097,-0.31815,0.139012,-0.05999,-0.835547,-1.961801,-0.537631,-1.333847,0.421158,-1.765484,-1.664092,0.897554,-0.154713,0.563737,-1.080326,-1.722028,1.13029,-0.98605,-0.0182,-0.513045,-0.199214,-0.926085,1.92339
KARPAS299,-0.049906,-0.272837,-0.012159,0.06196,-0.046738,0.173002,1.064448,0.802135,-0.07774,0.010895,0.183017,-0.916755,-0.326689,-1.45982,-0.341436,0.184055,-0.273922,0.696551,-0.903658,-0.547415,0.686385,0.308065,-0.023104,-0.920543,-0.007735,0.494768,-0.922351,0.161451,-0.836157,-1.398091,-0.207253,1.251
KARPAS422,0.445977,-1.062448,0.235244,-0.143492,0.536385,-0.691483,1.629007,0.959529,-0.747967,-0.22238,-0.118646,-0.71746,0.204659,-1.454536,-1.984269,-1.471754,-0.528847,-0.081529,-0.852281,-0.547544,1.516021,-0.279427,-0.127483,-0.653295,-1.023636,0.181907,-0.453848,0.578328,-1.349213,-0.565627,-0.820646,1.224387
KASUMI1,0.348239,0.71833,-0.106831,0.081955,0.523987,0.097443,0.976767,0.31102,-0.680509,-0.548742,-0.876392,0.229888,0.646843,0.509193,0.04697,0.459313,-0.509954,-0.509966,0.227853,-0.097855,0.372002,0.144656,0.176257,0.33251,0.529275,0.296198,0.172952,0.338618,-0.36102,0.314938,-0.827914,0.929186
KCL22,-0.358592,0.076466,-0.111364,1.008507,-0.129473,-0.90988,0.969158,0.07979,0.214992,0.261362,-0.024961,-0.702567,-0.178404,-1.148646,-0.400468,0.568511,-0.889249,0.689419,-1.521142,-1.275703,0.224851,-0.784739,-0.759347,-0.478089,-0.368608,0.243001,-0.207813,0.31333,0.040276,-0.174924,-0.882615,1.418922
KE37,-0.154432,-0.506803,0.093756,-0.026755,-0.27477,0.105976,0.619671,-0.23242,-0.376293,0.690224,0.117469,0.906149,0.658322,0.032405,-1.180538,0.223307,-0.312276,-0.186841,-0.172148,0.074191,0.663879,-0.502929,0.390279,-0.720719,-0.04523,-0.120383,-0.434132,0.489107,-0.689539,0.89031,-1.080286,0.223699
KG1,0.531249,0.195806,0.401114,1.032651,0.042102,-0.278697,1.797089,0.954473,0.109252,-0.104987,-0.362634,-0.474784,-0.334186,-1.153216,-1.470858,-0.064137,-1.240902,1.078508,-1.080937,-0.874534,1.417289,-0.442656,0.473292,-1.607449,0.346698,0.084373,-1.100293,0.11222,-0.014104,-0.495499,-0.793987,1.18002
KLE,0.020633,0.74072,0.511055,2.283481,-0.182404,-0.779386,1.933592,1.333097,-0.669841,1.261891,-0.057526,-0.111661,0.066887,-2.886153,-2.422039,-0.591406,-0.969129,-0.700428,-1.117555,-1.652846,1.658535,0.36877,0.293699,-1.092055,-0.77555,0.604762,-0.593916,1.116561,-1.282627,-0.484538,-0.910448,2.516053
KM12,0.697338,-0.51803,0.495727,0.075969,0.554019,-0.423129,1.153924,0.392363,0.238275,-1.031903,-0.338726,-0.384979,-0.054297,-0.501072,-1.673546,-0.015018,-0.544031,0.854821,-0.981023,-1.373469,1.593055,0.05168,-0.72432,-1.28551,-0.194958,0.497971,-1.160283,-1.189252,-0.166649,-0.81814,-1.437691,-0.095473
KMH2,0.723242,-0.023722,0.299547,1.664207,0.16958,0.659078,,0.471341,-1.107265,0.23075,-0.41936,0.016782,0.176836,-0.906459,-0.746514,0.719463,-0.802506,-0.270434,-0.455086,-1.300337,1.674141,-0.285358,-0.239794,-1.142778,0.012607,-0.00825,-1.053657,1.071878,-0.810504,-0.167935,-0.056946,0.363655
KMRC20,0.701364,-0.655942,1.012815,0.932914,0.128957,0.335504,1.897128,0.838275,-0.55159,0.215595,0.305202,-0.78221,-0.293854,-1.44393,-1.999775,-0.997155,-1.662286,0.050346,-0.884521,-1.189877,1.83661,0.0538,-0.032731,-1.422076,-0.250419,0.739284,-1.005621,0.114296,-1.054168,-0.993461,-0.225592,2.008959
KMS11,0.539524,-0.134154,1.030552,0.527074,0.359387,-0.137611,0.493331,0.683822,-0.032268,0.45248,-0.193388,-0.254141,1.316378,-0.374083,-0.509674,-0.228057,-0.007904,0.417693,-0.445452,-0.864999,0.699697,-1.69923,0.139402,-0.963739,0.52142,0.065688,-1.175736,0.164788,-0.826384,0.089398,-0.15839,1.414325
KP3,0.145252,-0.133502,0.022524,2.008626,0.00455,-0.006965,1.719845,1.042769,0.291128,0.448051,-0.435126,-1.050028,-0.170745,-2.033774,-1.325674,-0.740213,-1.220465,0.138628,-1.255798,-1.389863,0.846788,0.394703,-0.259204,-1.189943,-1.227581,0.455164,-0.91693,0.601063,-1.151033,-0.192746,-1.246509,1.889896
KP4,0.888766,0.294228,0.495345,0.659543,0.14646,-0.166631,0.029098,0.969246,-0.365663,1.009811,-0.896621,-1.939078,0.321756,-1.29505,-2.144317,-0.912691,0.614878,0.083845,-0.318325,-1.388892,0.058583,-0.255154,-0.081949,-1.272872,-0.467278,0.215666,-0.941836,-0.349077,-0.20923,-1.194351,-1.478305,1.764483
KPNYN,0.717131,-0.15775,-0.093188,1.067603,-0.349926,-1.016485,1.104484,1.04247,0.275457,0.296695,-0.054298,-1.391731,0.555567,-2.187783,-1.456323,-0.648701,-0.285144,-0.143907,-0.533724,-1.457963,1.288848,-0.302661,-0.359807,-1.336874,-0.539437,0.224153,-1.032056,0.749665,-0.098867,-0.797571,-0.127232,1.135702
KS1,0.744422,0.184471,-0.368238,1.4278,-0.446613,-0.591733,2.107692,0.369185,-0.828978,0.529922,-0.077501,-0.493217,0.802633,-1.46976,-2.653518,-0.7747,-1.199507,0.524687,-2.13594,-0.006383,1.594782,-0.130329,0.652029,-0.120347,-0.058354,0.575008,-0.978548,0.269976,-0.782646,-0.677607,-0.889224,1.004644
KU812,0.1329,-0.889887,0.318218,0.505652,-0.007065,-0.341593,2.08157,0.944002,-0.783738,0.303037,-0.463387,-0.667419,-0.586818,-0.441928,-0.933943,0.290525,0.148547,0.795037,-0.738491,-0.248052,0.820309,-0.314741,-0.362661,0.314745,-0.073482,0.356134,-0.8069,-0.480428,-0.491303,-0.162333,-0.739056,0.632133
