drug_id,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31
GSK2801,0.441237,-1.365966,1.029381,-1.903446,0.154709,-3.405698,-2.442269,0.810124,0.196958,1.066507,-0.345493,-0.839272,-1.854592,-0.340415,-0.134226,1.841392,1.060414,-3.510785,0.226677,-1.034951,-0.406126,0.728543,1.973867,1.669062,-1.693776,-0.758697,1.145303,1.07999,-0.658495,-0.670599,-1.821484,-1.822803
GSK2830371,-0.413728,-2.227383,1.501842,-2.438996,-0.060321,-3.706571,-2.232893,0.797032,1.973086,-0.079888,0.884124,-0.999725,-1.900495,-1.549909,-1.196359,1.373809,0.541376,-2.622259,0.870266,-1.108083,-1.612991,0.552067,1.64736,1.43324,-1.861333,-0.375965,1.678476,1.359078,-1.008271,-0.026847,-2.106887,-1.641449
GSK343,-0.374119,-0.247461,1.077217,-1.652984,-0.064588,-2.412608,-0.774678,-0.417821,0.478369,-0.092319,-0.135061,-0.46678,-2.372042,-0.991766,-0.556495,0.848824,0.72138,-1.479704,0.317311,-0.308334,-1.825167,0.462315,1.636548,0.812724,-1.291801,0.7987,1.27394,1.306923,0.042346,-1.317199,-1.610784,-1.55085
GSK591,-0.136081,-1.662679,-0.172512,-1.44335,0.551778,-1.825702,-2.174394,-0.171218,-0.350186,0.082911,0.295546,-0.709469,-0.91002,-1.093143,-0.543923,0.735366,0.60418,-3.352758,0.781236,-0.153932,-0.227669,0.309878,1.462185,1.530153,-0.903708,-0.847104,-0.751981,1.481056,-0.718513,-0.532184,-1.100908,-1.6258
GW441756,-0.673499,-2.055086,0.282676,-0.060868,0.576502,-1.924002,-1.458759,0.079055,1.344161,-0.068802,0.169351,-0.484327,-0.552684,-0.370239,0.148356,0.796549,0.882968,-1.972083,0.388799,0.420919,-1.218565,0.731603,1.280852,1.219148,-1.089721,0.724667,-0.30629,1.734178,0.114021,0.75923,-1.933553,-1.666416
Gallibiscoquinazole,0.734822,-1.812219,-0.123784,-1.252606,0.268524,-0.822631,-1.189752,-0.141507,0.765689,0.376353,0.125091,-0.337713,-2.198844,-1.05342,0.329635,0.966748,0.122577,-0.897237,-0.297356,-0.430763,-0.490278,0.284573,0.902016,0.675417,-1.392889,-0.164679,-0.390543,0.888636,0.291256,-0.293871,-1.499606,-1.051595
Gefitinib,-0.429039,-0.7257,0.721522,-0.325846,0.783495,-1.971816,-0.926738,-0.006226,0.731179,-0.01498,0.27138,0.425285,-1.030614,-0.235222,0.016014,1.298014,-0.237316,-0.854621,1.21564,-0.489368,-0.840028,0.897783,1.272528,0.799706,-1.436654,-0.146201,0.596096,1.3064,-0.288782,-0.315116,-0.57298,-1.123975
Gemcitabine,-0.230534,0.060748,-0.99047,0.083254,0.314386,0.449794,0.950039,-0.159605,0.13818,0.371893,1.187947,0.11539,-0.310914,0.526781,0.998657,-0.312265,0.371461,0.866181,0.462243,0.117781,-0.252551,-0.128006,0.082041,0.321095,0.286839,-0.145789,0.230375,0.290704,0.258246,-0.391576,0.067316,0.644766
I-BET-762,-0.704534,-2.06734,1.547844,-0.922476,0.50493,-2.429602,-0.913011,0.327607,-0.079501,0.877522,-0.032266,-0.488624,-1.615853,-1.702302,-0.147874,1.151112,0.234571,-1.062192,-0.37917,-0.670013,-1.078272,0.450905,1.028708,1.113745,-0.983379,-0.737085,1.162692,2.147277,-0.390787,-0.557562,-0.329949,-1.877786
ICL-SIRT078,-0.184983,-1.727034,0.492613,-1.731669,-0.159783,-2.548564,-1.718015,-0.054011,0.777508,0.107994,0.254148,-0.466774,-1.515251,-0.64558,-0.314786,2.072131,-0.111708,-2.535129,1.304169,-0.630704,-2.290089,0.69598,1.41162,-0.094414,-0.42715,-0.759987,0.596161,1.158862,-1.268892,-0.777304,-1.909909,-1.016701
IWP-2,-0.085543,-1.183603,0.250224,-0.466901,0.914298,-1.117102,-0.912395,0.316643,0.036216,0.02658,-0.442813,-1.175417,-0.761234,-0.975855,0.196143,1.36303,0.578107,-1.231507,-0.02495,0.593007,-0.568935,0.684548,0.574831,0.346799,-0.493425,-0.160978,-0.105706,0.131782,-1.052958,0.436111,-1.271713,-1.212938
Ibrutinib,0.708188,-1.891867,0.671413,-1.920425,1.071822,-1.468927,-1.295316,0.639379,0.638947,1.189277,-0.011658,0.047712,-1.91301,-1.03971,0.251954,1.599913,1.158022,-2.090559,-0.016427,-0.776175,-0.800208,0.456349,0.743453,1.772427,-1.328322,-0.319949,0.564856,0.933335,0.122512,-0.792163,-1.261157,-1.381985
Ipatasertib,-0.041169,-1.74887,1.291162,-0.898377,-0.120488,-1.685044,-1.194355,-0.435497,0.341316,0.747428,0.034391,-0.595412,-1.967452,-1.006603,-0.701476,0.67682,-0.513391,-1.264212,0.822485,-1.037257,-0.636096,0.185252,0.94184,0.796495,-1.087016,0.679777,0.124475,0.610799,-0.879811,0.328734,-1.977052,-1.625812
Irinotecan,0.712293,-0.749282,0.773522,0.060419,0.295223,-1.968346,-1.235114,-0.405554,1.236271,0.428443,0.466943,0.358462,-1.425018,-1.065339,-0.405302,0.43441,0.365529,-0.886233,0.18289,-0.242209,-0.604528,0.905224,0.515381,-0.331093,-0.45586,0.239208,0.496061,0.483477,-0.96222,0.094315,-0.840589,-1.048256
JNK Inhibitor VIII,0.890215,-2.120391,2.168326,-1.885118,-0.592558,-3.141058,-1.588407,0.124011,0.412498,0.184585,-0.608665,-0.22295,-1.915548,-1.649025,-1.070175,2.024396,0.105635,-3.286358,-0.084705,-0.423603,-0.899475,0.610435,1.607941,2.213688,-1.793799,-1.457354,0.743357,1.463848,-1.101148,0.036945,-1.303092,-2.966786
JQ1,-0.334863,0.48765,0.8136,-0.436563,0.718969,-1.234859,-0.444381,0.483938,0.738071,-0.052274,0.012652,-0.485228,-0.931702,-1.04098,-0.687583,0.529579,-0.25383,-1.371143,0.123666,-0.0432,0.045127,0.156211,1.321713,1.060195,-0.280429,-0.119368,0.369744,1.212501,0.307758,0.549674,-0.681297,-0.481499
KU-55933,0.6512,-1.924108,1.094582,-1.852892,0.768166,-2.529505,-2.139963,-0.454233,1.248724,-0.197944,-0.921249,-1.090903,-2.090494,-0.416727,-0.682696,1.717043,1.115219,-3.459598,0.754084,-0.592769,-0.748792,0.690625,1.162566,1.489788,-0.454609,-0.040872,0.251093,0.81652,-1.57143,0.375053,-2.163908,-1.986113
L-Oxonoreleagnine,0.645156,-2.017645,1.687647,-1.524242,-0.335219,-2.366785,-1.881588,0.445744,0.521209,-0.759667,-0.242656,-1.022927,-1.59021,-1.417525,-0.77127,1.301314,0.287089,-1.892824,0.711102,-1.019746,-0.807028,-0.964605,1.303786,0.91557,-1.452324,-0.196076,0.965525,0.878635,-1.020887,-0.129999,-1.934154,-1.699412
LCL161,0.591685,-1.498266,0.249593,-2.663727,0.383041,-2.402313,-2.729249,0.5095,1.732929,1.191713,-0.001606,-0.181968,-3.204403,0.009046,-0.953788,1.061769,0.369238,-1.793362,1.57262,-0.49409,-0.479727,0.906031,0.971836,2.08492,-1.524498,0.320672,1.128248,1.717569,0.221644,0.847727,-1.687283,-2.134005
LGK974,-0.949171,-0.212719,0.818389,-0.973451,-0.106997,-1.704396,-2.026518,-0.347378,0.827852,-0.049584,0.152177,-0.405756,-1.552364,-1.05411,-0.91398,1.042537,1.45619,-2.112754,-0.582817,-0.746162,-0.805989,1.694768,1.815694,0.714619,0.149903,-0.405873,1.041291,0.653845,-1.803903,-0.938558,-3.021601,-0.453828
LJI308,0.086647,-2.078158,1.482891,-1.770383,0.629542,-2.388969,-2.173994,-0.13918,1.542023,0.662961,-0.126305,0.628789,-2.477609,-1.549615,-0.49466,1.277468,0.772695,-3.109852,0.294973,0.357141,-1.236909,0.535015,2.160369,0.89717,-1.628521,-0.184095,0.975268,2.100552,-1.105632,0.014378,-1.923172,-2.13024
LMP744,0.602246,-0.224631,0.100105,0.13567,-0.545279,0.575955,0.34311,-1.002479,0.1037,-0.394611,0.554021,-0.708425,-0.108141,0.21514,0.049009,0.331361,-0.775502,0.909543,0.247207,0.698116,0.469213,-0.034805,-0.690979,-0.325929,0.834569,0.707379,-0.325505,-1.455403,-0.083627,-0.135049,-0.072435,0.320982
LY2109761,0.417431,-1.125095,1.482862,-2.770523,0.149346,-1.849858,-1.847461,0.48547,1.310956,0.470199,-1.368711,-0.581005,-2.283807,-0.461939,-0.681789,0.796087,0.741413,-3.102609,-0.111948,-1.006964,-0.765685,1.566371,1.820792,1.742584,-1.049025,-0.423001,0.855908,0.284992,-0.678474,-0.806863,-1.113278,-1.905976
Lapatinib,0.002098,-1.800713,1.323546,-0.896175,0.485455,-2.348517,-1.703034,0.306886,0.384561,0.38727,-1.195062,-0.542162,-0.566818,-0.493613,-0.37309,2.040207,-0.827456,-2.154804,0.120576,0.047564,-0.232992,0.173159,1.520683,0.721228,-0.225833,-0.822747,0.266622,0.721668,0.05316,-0.445376,-1.117587,-0.932018
Leflunomide,0.252107,-1.164767,1.356237,-2.06541,0.142726,-2.966831,-1.894703,0.225741,1.132436,-0.498062,0.157835,-0.36727,-1.747149,-1.094439,-1.569597,1.428125,0.422505,-2.30924,-0.542369,-0.564926,-0.772418,0.599306,1.604943,1.102488,-1.640812,-0.674366,0.148338,1.82512,-1.096058,-0.733748,-0.798211,-1.338455
Lenalidomide,-0.952203,-2.062993,1.428182,-1.777934,-0.413381,-2.534459,-1.697757,0.553746,1.851722,0.498434,0.040536,0.300413,-1.79863,-1.564522,-0.415316,1.347539,0.798056,-2.563007,-0.176793,-0.672784,-0.94294,0.753754,1.795521,1.88267,-1.348738,-0.379011,1.21806,1.786653,-0.660953,-0.774035,-1.422355,-1.735591
Lestaurtinib,0.641604,0.00259,-0.89192,-0.874125,0.371957,-0.323725,0.192203,0.060997,-0.068864,-0.044803,-0.434974,-0.013824,-0.321391,-0.200317,-0.170904,-0.092509,0.46786,-0.099648,0.518239,0.761337,0.414129,0.279291,0.183739,0.451036,0.028138,0.48619,0.313583,-0.160691,0.43848,0.04208,-0.074874,-0.261679
Linsitinib,0.066676,-0.781733,1.439853,-1.300678,0.552573,-1.7356,-1.682256,-0.319483,1.544203,-0.057512,-0.485118,-1.262472,-1.503557,-1.681829,-0.932561,1.57337,0.776782,-2.459353,0.325106,-0.902295,-1.09336,0.873313,0.996816,1.004859,-1.747913,0.192292,0.655904,1.576986,0.065351,-0.637277,-1.518002,-2.394978
Luminespib,1.578262,0.5561,0.028741,0.109116,0.373613,2.09768,0.762083,-0.622863,-0.509871,-1.215597,0.050037,0.590083,0.864015,0.287296,0.538541,-0.328529,-1.034911,1.096012,1.024686,-0.437818,0.361054,0.606027,-0.062873,-0.812179,0.603636,0.18338,-0.571625,-0.619009,0.14583,0.167114,0.285704,0.075192
MG-132,-0.015584,1.2538,-0.267041,0.291557,0.298798,0.654974,1.431583,-0.075705,0.073603,-0.4415,0.294869,0.250347,0.525632,0.01879,-0.14645,-0.254844,0.185743,0.596891,0.022225,0.125303,0.302852,-0.329369,-0.377248,1.000143,0.470206,0.438486,0.094914,-0.496868,0.826503,-0.07603,0.941984,0.281021
MIM1,-0.496478,-1.109702,0.45272,-1.223909,-0.341872,-2.553993,-2.338754,1.652625,0.075341,0.214299,0.430343,0.150279,-1.380911,-1.03818,0.112697,1.748376,0.526011,-2.03394,0.244032,-0.925352,-0.208545,1.403501,0.817707,1.061024,-1.097138,-0.39415,0.436913,1.665434,-0.959104,-0.650027,-0.733503,-1.692948
MIRA-1,-0.653172,-1.939472,1.154599,-1.181143,0.797497,-2.570178,-1.720849,0.78895,0.840696,0.175629,-0.680495,-0.588311,-2.02997,-1.087569,-0.083272,1.125255,0.801393,-3.452633,0.567023,-0.247629,-1.193251,1.256888,1.174187,0.662227,-1.067859,0.375929,0.03343,2.176184,-0.747037,-0.965702,-2.340668,-1.911206
MK-1775,-0.205085,-0.880136,-0.673072,-0.681537,0.141074,-0.417621,-0.531497,0.142575,0.67618,0.233303,-0.085111,0.40036,-0.792595,-0.264689,-0.197957,-0.394922,-0.13727,-1.410319,1.024625,-0.550142,0.649905,0.148396,0.500463,-0.047458,-0.073509,0.259854,0.40233,0.59369,-0.2855,-0.279442,-1.03105,0.008642
MK-2206,0.529798,-0.08469,0.846793,-1.413601,-0.672273,-1.133078,-2.019093,-0.004156,0.511094,0.109903,-0.079703,-0.18505,-2.455516,-0.600202,-1.503555,1.258293,0.012442,-2.566479,-0.133584,-0.610037,0.024045,0.614558,1.04236,1.376587,-0.75635,0.116127,0.621508,0.1801,0.332081,-0.866842,-0.475035,-1.768104
MK-8776,0.287986,-0.059006,0.663371,-1.270826,0.500706,-1.99885,-0.333975,0.280348,0.531083,-0.109751,-0.574715,-0.595695,-1.559158,-0.917557,-0.760222,2.038833,-0.193438,-1.5768,0.599587,-0.045363,-0.662868,0.452147,1.190737,1.004892,-0.914944,-1.070346,0.076084,0.339786,-0.782063,-0.157156,-0.856105,-0.229362
ML323,-0.287157,-1.058824,1.27759,-1.021178,0.573679,-3.183565,-2.677462,0.424786,0.74543,-0.255857,-0.791907,-0.331191,-1.267629,-1.18853,-0.334665,1.394198,-0.174885,-2.04308,-0.104248,-0.515684,-1.09627,1.282842,0.88054,1.468711,-1.567304,-0.678318,-1.364686,2.379846,-0.379864,-0.637513,-2.074945,-1.883317
MN-64,0.339362,-2.441094,1.091857,-0.840315,-0.271749,-2.729759,-0.775707,0.594335,1.106768,0.495544,-0.363899,0.224212,-2.289524,-1.997075,-0.846754,1.010852,0.3451,-2.621561,1.056797,-0.196659,-0.825182,0.863118,0.927866,0.225757,-1.129636,-0.039744,0.414067,1.111485,-0.445051,-0.304091,-0.720908,-1.074448
Methotrexate,0.478853,0.308269,-0.590182,0.250011,0.202104,0.172412,0.157654,0.239521,1.399723,-0.026655,0.46045,-0.255592,0.296636,0.421613,0.151467,0.905182,-0.419203,-0.361286,0.127821,0.414701,0.044533,0.683706,-0.26203,-0.50813,0.09805,-0.059229,0.293542,0.051412,-0.201993,-0.049861,-0.059419,-0.232333
Mirin,-0.121285,-1.747083,1.630048,-1.686608,1.43352,-2.782672,-2.215872,1.622947,1.285692,0.745427,0.127093,-0.128399,-1.892253,-1.602715,-0.489216,0.881996,0.414835,-2.938562,0.652213,-0.395531,-0.748391,1.03729,1.202849,1.230073,-0.765875,0.082178,-0.089425,0.659781,-1.063505,0.251361,-1.008883,-2.209981
Mitoxantrone,0.151128,0.719238,0.361616,0.48224,0.538457,-0.821901,-0.343594,0.054225,0.190289,0.49024,0.182696,-1.52446,-0.933163,-1.228428,0.001462,0.318111,0.205929,-0.809462,0.397733,0.286053,-0.754278,-0.618528,0.192912,1.070204,0.692791,0.223825,-0.302994,0.626019,-0.315902,-0.418504,-1.279062,-0.172709
Motesanib,-0.33743,-1.714718,0.221293,-1.94992,-0.867438,-2.722298,-1.9528,0.188785,1.512195,-0.20341,-0.156568,-0.104476,-4.011462,-1.423408,-0.779089,1.663805,1.301275,-3.500487,0.229585,-1.599768,-0.373112,0.896363,1.499208,1.525964,-1.080643,-0.341696,1.876073,1.852952,-1.031283,-0.590124,-2.040356,-2.744688
Mycophenolic acid,0.011935,-0.234957,0.180674,-1.127037,0.881724,-1.874341,-1.820856,-0.459811,-0.332677,0.294648,-0.248874,-0.288247,-0.299553,-0.772173,0.114617,1.382003,-0.024238,-0.676085,0.07111,0.233889,-1.186819,-0.46034,0.415231,0.107319,-0.755589,-0.292971,0.556279,0.374178,-0.69584,-0.285759,-1.040073,-1.175752
N-acetyl cysteine,-0.846931,-3.132943,2.179043,-3.173101,-0.098184,-6.139954,-3.071261,0.119765,2.093328,-0.0947,-1.020563,-0.128104,-4.342428,-2.088984,-2.227701,3.34529,1.607795,-4.705297,1.304749,-1.718005,-1.870716,2.165669,2.190464,2.228402,-2.069249,-0.488021,0.217792,3.319119,-1.387402,-0.165516,-3.630565,-3.259864
NU7441,0.408939,-1.192463,0.799603,-1.497879,1.026604,-1.944001,-1.73782,-0.168667,0.773286,0.541405,-0.779088,0.634374,-1.266991,-0.458771,-0.491415,1.025859,0.256185,-1.185943,0.307583,0.013339,-0.867661,0.685835,0.589158,1.50352,-1.223628,-0.459741,0.160969,0.760833,-0.099391,-0.336806,-0.366577,-1.559172
NVP-ADW742,0.072685,-1.32853,0.941987,-1.093688,0.108214,-1.148524,-1.508345,0.468329,0.272248,0.208743,-0.700635,-0.599034,-1.355941,0.267157,-0.35925,1.767447,0.415746,-1.761438,1.057891,-0.12395,-0.923357,0.779258,0.770584,-0.166317,-0.278341,0.27248,1.213568,1.078637,-0.550498,0.252386,-0.558968,-0.244662
Navitoclax,-0.029509,-0.646634,0.08071,-0.382076,-0.66279,-0.656617,-0.414112,0.397478,0.462774,0.857842,0.374347,-0.464051,-1.08276,-0.823571,0.030084,0.063461,0.724872,-0.278355,-0.266745,-0.298054,-0.352543,0.768064,1.354277,-0.346299,-0.60646,-0.297843,-0.523745,0.277489,-0.041554,-0.238311,-1.362076,0.799367
Nelarabine,0.108648,-1.859486,0.940525,-2.080385,0.296109,-4.492888,-2.940245,0.753945,2.309245,0.493901,0.342122,-0.623125,-2.720623,-0.758025,-0.002749,2.564815,0.089052,-3.226043,0.725623,-0.827157,-1.031861,1.517929,2.368368,2.529324,-1.6844,-1.241947,0.778979,2.70845,-1.10619,0.007227,-1.65551,-2.070404
Nilotinib,-0.009266,-1.459156,-0.365156,-1.707204,0.00181,-1.299294,-1.304068,-0.073869,0.250895,0.490006,0.57012,0.247771,-1.091199,-1.416633,-0.610228,1.970538,0.885014,-2.431331,0.277822,-0.181591,-1.019429,-0.57778,1.021664,0.484335,-1.183319,-0.468933,0.24555,0.915416,-0.893865,-0.285185,-1.922006,-0.972526
Niraparib,-1.445213,-1.482875,1.50021,-2.074183,0.622452,-1.90135,-3.334264,0.173371,-0.503639,0.157697,-0.149894,-1.622204,-0.908087,-0.767681,-1.007275,2.070075,-0.463089,-2.845041,-0.739723,0.413348,-0.690214,1.103544,1.454838,1.465064,-1.022671,-0.25573,0.472889,0.929885,-0.629525,-0.098083,-1.344371,-2.25223
OF-1,-0.689005,-0.752545,0.852775,-1.201174,-0.290544,-3.133963,-2.046654,0.12955,0.570843,0.856613,-0.051718,0.55611,-1.606567,-2.086907,-0.035508,0.53847,0.535637,-2.544182,1.467828,0.248703,-1.199033,0.684624,1.383587,1.571002,-1.012093,-0.890727,0.046477,1.191206,0.031024,-0.01321,-1.740158,-1.13921
OSI-027,-0.204074,-0.384008,1.908354,-1.136516,0.564545,-1.909016,-1.097388,0.169114,0.482093,1.365854,-0.243961,0.05737,-2.124158,-0.348337,0.209901,0.564952,-0.985725,-1.401493,0.262663,0.060145,0.474766,0.289508,0.380127,0.146635,-0.558881,-0.002736,-0.013128,1.154138,-0.142965,-0.123935,-1.318539,-1.17872
OTX015,-1.224346,-0.624091,0.590186,-0.762182,0.398677,-1.181798,-0.986914,0.162432,-0.184124,-0.171645,-0.055892,-0.579151,-0.607108,-0.834287,-0.214985,0.799854,0.614187,-0.786377,0.574361,-1.323138,0.122213,1.192745,0.482184,0.771617,-1.034127,-1.191102,-0.136976,0.414275,-0.513566,-0.609697,-1.142807,-0.844642
Obatoclax Mesylate,-0.387512,0.083772,0.487023,0.97321,0.599962,-0.226746,-0.546194,0.181862,0.294548,-0.226199,0.371311,-0.752565,-0.384982,0.149989,-0.225663,0.084508,-0.007821,-0.731151,0.644551,-0.577461,0.038768,0.315539,-0.291069,0.202071,-0.603973,0.640564,-0.510515,-0.153562,-0.697277,-0.711847,0.598976,0.058782
Olaparib,0.052596,-1.703616,1.52335,-1.999558,0.668402,-2.984389,-2.049277,0.635117,1.392132,0.521564,-0.675213,-0.614885,-1.844053,-1.360644,0.086519,0.173589,0.057433,-2.547241,-1.00057,-1.198832,-0.567548,0.810497,2.127163,1.983545,-0.8747,-0.245446,0.463703,-0.059052,-1.320344,-0.191072,-1.13054,-1.410577
Osimertinib,-0.453254,-0.081563,1.169145,-0.166139,0.603459,-1.299116,-0.153011,0.175295,0.639959,0.271869,-0.120909,-0.586648,-0.810258,0.118888,-0.460382,0.996633,0.5473,-1.066676,0.863002,-0.378109,0.40261,0.535283,0.528436,0.04059,-0.480726,-0.262745,-0.456811,0.398712,-0.651188,0.196408,0.077578,-1.235775
Oxaliplatin,0.838461,-1.450774,0.590721,-1.221463,0.050561,-2.609698,-1.943189,-0.150314,1.330016,0.081487,-0.869923,-0.119171,-2.540909,-1.520236,-0.007524,0.787557,-0.707791,-1.999647,0.272893,-0.613612,-1.044592,0.91765,0.975124,1.958824,-1.838202,-0.182893,0.755296,0.898965,-1.139992,0.265216,-1.945667,-1.871377
P22077,0.425315,-1.419809,0.219072,-0.785308,0.018791,-2.864107,-1.676799,0.580026,1.983954,-0.597185,0.255837,-0.037624,-2.077544,-0.584461,-0.158762,0.745398,1.341779,-3.174936,-0.127305,-0.65413,0.042693,0.676995,1.384918,1.981429,-1.290457,-1.009365,0.241491,2.010931,-0.615652,0.713062,-1.13428,-1.947767
PCI-34051,0.007519,-1.838709,0.763925,0.609651,0.788156,-2.185715,-2.084789,1.047612,1.5356,1.169596,0.76216,-1.141534,-2.528825,-1.462924,-1.086948,1.57304,0.175347,-1.317453,1.385009,-0.517336,0.073936,1.560688,1.151086,0.238701,-1.229384,-0.735126,0.545507,1.347019,-0.608214,0.013978,-2.083277,-1.391319
PD0325901,-0.224669,-0.280945,0.774946,-1.051888,-0.065424,-0.765045,-0.735482,0.520815,-0.094234,-0.215982,-0.39661,0.437585,-0.778714,-0.02923,0.821953,0.343315,0.679785,0.200716,0.630315,-0.147089,0.07726,-0.423393,-0.018706,0.033064,0.818061,-0.517656,-0.294433,-0.170617,0.107331,0.004445,0.144931,-0.095186
PD173074,-0.70575,-1.622583,1.630594,-1.508593,0.834498,-2.333234,-2.014477,0.07524,0.36701,-0.085285,-0.032814,-0.0912,-2.498997,-0.838258,-0.824164,0.894058,0.46234,-2.307016,1.064555,0.150248,-0.189195,0.457462,0.706911,1.114255,-1.042318,-0.660759,-0.206107,1.103494,-0.754252,0.130213,-0.942427,-0.828151
PF-4708671,-0.64438,-0.953956,0.53407,-1.942751,0.013672,-1.604617,-1.635867,0.9976,1.080471,-0.009998,0.453795,-0.105955,-2.080078,0.143695,-0.373045,1.163241,-0.052709,-1.334579,0.612374,-0.105696,-0.992622,1.084692,1.581237,0.682098,-1.624496,-0.046817,-0.425101,1.14081,-0.746639,0.406687,-1.40398,-0.752016
PFI-1,-0.273619,-0.794135,2.036571,-2.02775,0.401567,-1.023304,-1.591767,0.271758,1.297778,0.230213,-0.995111,0.197737,-2.810475,-1.089139,0.040112,1.115139,0.073575,-1.717482,-0.029034,-1.082269,-0.69097,0.656936,0.639612,1.457916,-0.794555,-0.558205,0.259641,1.428795,0.008902,-0.368554,-1.026278,-1.180982
PFI3,0.417754,-1.696534,0.878457,-2.212129,0.510318,-2.27043,-2.397057,0.721811,1.03417,0.333288,0.570053,-0.106409,-3.019625,-1.45422,-0.119299,1.786172,-0.016882,-3.270096,0.877589,-0.12761,-1.089412,2.230132,2.084924,1.389308,-1.769525,-0.989155,0.705202,1.338482,0.059388,0.431915,-1.47855,-2.530403
PLX-4720,-0.353624,-0.744683,0.785829,-1.023137,0.50833,-2.517076,-2.074916,0.208332,1.053083,0.738643,-0.592937,-0.522131,-1.896169,-0.602755,-1.051973,0.713473,0.782873,-3.046755,1.063032,-0.577659,-1.652163,0.553522,1.527422,0.94211,-1.078982,-0.031205,0.328764,0.797372,-0.771285,0.466503,-0.593086,-2.562201
POMHEX,0.539801,-0.322645,0.810167,-0.792016,-0.795722,-0.537266,-1.032698,-0.610817,-0.346615,0.372996,0.020773,0.263779,-0.291307,-0.51517,-0.230221,0.191751,0.040287,-1.229906,0.332424,0.374559,-0.694841,0.899552,0.493173,0.514742,-1.204948,-1.034518,0.212279,0.807805,-0.53852,0.756459,-0.100833,-0.960514
PRT062607,0.002228,0.204326,0.182932,-0.929501,0.042837,-1.562549,-0.664949,-0.000645,1.281465,1.278151,-0.079934,0.098051,-1.740792,-0.694172,-0.538711,1.432031,0.938298,-1.778577,1.083673,0.388523,-0.238409,0.340031,0.702108,0.504335,-0.345932,-0.908205,0.6623,0.41325,-0.056722,-0.172912,-0.41486,-0.598821
Paclitaxel,0.729463,1.66533,-0.65524,0.499719,-0.710878,0.688747,0.632163,-0.139596,-0.932565,-0.241542,0.34858,0.114116,0.745965,0.60966,-0.042082,-1.069794,0.367661,1.423115,0.599018,1.056196,0.308685,-1.096228,-0.937587,-0.246503,0.496697,0.727361,0.311413,-1.249306,0.085521,0.520437,1.053824,0.714308
Palbociclib,-0.190479,-1.162824,0.09444,-0.918649,-0.016689,-3.480949,-1.427838,-0.160923,1.631648,-0.110037,-0.672108,-0.067023,-1.906391,-1.157112,-0.23631,0.606703,-0.362325,-1.016476,0.635237,-0.542619,-0.723366,0.905005,1.585758,0.614796,-0.711568,-0.582986,0.25865,1.120319,-0.514159,0.169863,-0.935857,-2.029292
Pevonedistat,-0.682816,-0.490825,1.152252,-0.778952,-0.043693,-0.835052,-0.66123,0.146066,0.914007,0.277556,-0.435219,1.289514,-0.388409,-0.496842,0.572798,0.071261,0.930856,-0.94532,0.808764,-0.01087,0.449711,1.127824,-0.268064,0.90728,-0.947214,-0.613039,-0.305879,0.534017,-0.122104,-0.137274,-0.246915,-0.050385
Pictilisib,0.328966,0.14286,1.224368,-0.477249,-0.180723,-0.442156,-1.079718,-0.264118,0.781909,0.003427,-0.648293,-0.859974,-0.540686,0.295847,0.388231,0.459439,1.135775,-0.726188,0.054571,-1.430884,-0.48238,0.659771,1.175996,-0.059212,-0.089596,0.405268,0.132202,-0.768818,-0.05948,0.309762,-0.896517,-0.584229
Piperlongumine,-0.587105,-2.018317,1.08372,-0.848207,0.943629,-0.929852,-1.097851,0.094881,0.79502,0.60224,0.081164,0.344061,-1.173299,-0.997593,-0.351736,0.835427,-0.362559,-1.890563,0.44836,-0.470131,-0.552187,0.24419,1.475026,1.276477,-1.200452,-0.480754,0.654646,0.977251,-0.35291,-0.697506,-1.108221,-1.087637
Podophyllotoxin bromide,0.140031,0.972054,-0.436908,-0.37429,-0.078027,0.738552,-0.572516,0.704447,-0.16993,-0.386633,-0.786953,0.387476,0.082423,0.167151,-0.398062,-0.279672,-0.282337,0.150042,-0.371603,-0.723333,1.44117,-0.751209,-0.026426,-0.991838,-0.903161,0.08405,0.049541,0.519896,0.254223,-0.053808,-0.349084,0.885434
Pyridostatin,0.449632,-1.782478,0.920539,-1.26609,0.0561,-1.761988,-1.039903,0.120529,0.668968,0.937309,0.339662,-0.293847,-2.435151,-0.616991,-0.155845,-0.218593,0.502561,-2.140741,0.244788,-0.875763,-0.816041,1.366429,0.906837,1.503524,-1.322997,0.040463,0.363912,1.245267,-0.521626,0.117319,-2.496401,-2.021025
RO-3306,0.193772,-2.179067,0.6347,-1.36296,-0.185541,-2.489959,-1.317448,0.720044,0.328771,-0.100026,-0.492167,-1.540143,-1.546873,-0.320261,0.004312,0.72127,-0.249878,-1.918233,0.769234,-0.343914,-0.596004,1.240183,0.758503,0.908978,-0.10093,-0.436731,-0.271216,0.732717,-0.99338,-0.024558,-1.658473,-1.173316
